iter	RMSE
217	0.07674495438
218	0.07653959729
219	0.07626667455
220	0.07572685217
221	0.07554860979
222	0.07518056033
223	0.07494524894
224	0.07476412246
225	0.07440244318
226	0.07421713715
227	0.07396993475
228	0.07379324833
229	0.07342310472
230	0.07328038185
231	0.07307130663
232	0.07290480306
233	0.07262945482
234	0.07248591979
235	0.0721502881
236	0.07184602317
237	0.0718088435
238	0.07162276643
239	0.07140396052
240	0.07127093007
241	0.07111064195
242	0.07086070732
243	0.07065682989
244	0.07058956465
245	0.07039054333
246	0.07006674526
247	0.06974327766
248	0.06939332672
249	0.06926567711
250	0.06903753711
251	0.06875407483
252	0.06859067489
253	0.06841147872
254	0.06823722028
255	0.06792149203
256	0.06756272341
257	0.06723612266
258	0.06713383287
259	0.06677435918
260	0.06670306655
261	0.06657952778
262	0.06637661978
263	0.06621465709
264	0.06606763871
265	0.06599823642
266	0.06584039464
267	0.06569887474
268	0.06561052855
269	0.06545223706
270	0.06529463453
271	0.0650583744
272	0.06503435417
273	0.06473668753
274	0.06458054041
275	0.06447381106
276	0.06417117282
277	0.06391338671
278	0.06386287642
279	0.06375293946
280	0.06367785497
281	0.0636164323
282	0.06348197906
283	0.06314907052
284	0.06299651769
285	0.06257505786
286	0.06224266188
287	0.06218888443
288	0.06195565761
289	0.06184566794
290	0.0618172458
291	0.0615439597
292	0.0612872154
293	0.06093527517
294	0.06073022456
295	0.06060973134
296	0.06031223688
297	0.06017148556
298	0.05992970489
299	0.05988552617
300	0.05965128823
301	0.05955396869
302	0.05948641787
303	0.05931518612
304	0.05921197635
305	0.05908180518
306	0.05901949204
307	0.05896760516
308	0.05874835163
309	0.05861458524
310	0.05848258177
311	0.05833676785
312	0.05803131792
313	0.05792533584
314	0.05780616156
315	0.0576781527
316	0.05760440692
317	0.05736099472
318	0.0572265133
319	0.05696041479
320	0.05691808
321	0.0567914957
322	0.0566925944
323	0.05642316921
324	0.05630818789
325	0.05608247954
326	0.05579358946
327	0.05566844922
328	0.05556995969
329	0.05543797064
330	0.05524841555
331	0.05514521437
332	0.05511441441
333	0.05502790592
334	0.05482711021
335	0.0547014305
336	0.05458804117
337	0.05444408919
338	0.05414210377
339	0.05411018172
340	0.05393689949
341	0.05382821099
342	0.05374318486
343	0.05353731153
344	0.05336319588
345	0.05326963348
346	0.0530678314
347	0.05291910812
348	0.05283740967
349	0.05236285042
350	0.05232728054
351	0.05230070148
352	0.05205218145
353	0.05194293799
354	0.05186524582
355	0.05171054463
356	0.05149978588
357	0.05140029789
358	0.05126475723
359	0.05123380336
360	0.0511860522
361	0.05110700914
362	0.05108361208
363	0.05104834012
364	0.05076629416
365	0.05073488814
366	0.05066968137
367	0.05056543239
368	0.05038456887
369	0.05036611308
370	0.05026082657
371	0.0501220672
372	0.0499533562
373	0.04982384909
374	0.04968114282
375	0.04953792967
376	0.0494018656
377	0.04929747764
378	0.04909444138
379	0.04898130843
380	0.04892834716
381	0.04869974964
382	0.04852710152
383	0.0483549761
384	0.0482517731
385	0.04797462661
386	0.04786727952
387	0.04772783296
388	0.04762662908
389	0.04738872311
390	0.04711828117
391	0.047000739
392	0.04693013594
393	0.04690333555
394	0.04680007609
395	0.04667150529
396	0.0465729407
397	0.04647469449
398	0.04643746702
399	0.04640014628
400	0.04628302665
401	0.04619011374
402	0.04607590125
403	0.04585081679
404	0.04584004269
405	0.04569045171
406	0.04564476819
407	0.04553149458
408	0.04538575227
409	0.04521053648
410	0.04503891324
411	0.04496617195
412	0.04487058599
413	0.04476820912
414	0.04468361764
415	0.04453531498
416	0.04445816872
417	0.04424671628
418	0.04416293635
419	0.04393905762
420	0.04391404859
421	0.0437954242
422	0.04365109831
423	0.04351749196
424	0.04340354772
425	0.04331173546
426	0.04327662967
427	0.04310543398
428	0.04305629235
429	0.04292705899
430	0.04279155277
431	0.04276666706
432	0.04257655947
433	0.04250819639
434	0.04242470311
435	0.04233777009
436	0.0422350176
437	0.04214458296
438	0.04204466516
439	0.04202433845
440	0.04188130809
441	0.04186271349
442	0.04175001593
443	0.04160605583
444	0.0415938402
445	0.04154246588
446	0.04146789558
447	0.0414238337
448	0.04138025715
449	0.04127163177
450	0.04114993755
451	0.04105537712
452	0.04086272673
453	0.04078554162
454	0.04065721597
455	0.04063755198
456	0.04062020188
457	0.04051702032
458	0.0404143818
459	0.04026532287
460	0.04015286051
461	0.04005476488
462	0.04003833946
463	0.03993412457
464	0.03980800819
465	0.03969918434
466	0.0396813901
467	0.03953142953
